Time(ms),WT_avg_1050,WT+sem_1050,WT-sem_1050,P_avg_1050,P+sem_1050,P-sem_1050,EPN_avg_1050,EPN+sem_1050,EPN-sem_1050,Time_ms,WT_avg_10ms,WT+sem_10ms,WT-sem_10ms,P_avg_10ms,P+sem_10ms,P-sem_10ms,EPN_avg_10ms,EPN+sem_10ms,EPN-sem_10ms,Time_ms,WT_avg_dVdt,WT+sem_dVdt,WT-sem_dVdt,P_avg_dVdt,P+sem_dVdt,P-sem_dVdt,EPN_avg_dVdt,EPN+sem_dVdt,EPN-sem_dVdt,WT_RMP_mV,P_RMP_mV,EPN_RMP_mV,WT_Overshoot_mV,P_Overshoot_mV,EPN_Overshoot_mV,WT_Amplitude_mV,P_Amplitude_mV,EPN_Amplitude_mV,WT_APD_10-50_ms,P_APD_10-50_ms,EPN_APD_10-50_ms,WT_dVdtmax_V_per_s,P_dVdtmax_V_per_s,EPN_dVdtmax_V_per_s,WT_dVdtmin_V_per_s,P_dVdtmin_V_per_s,EPN_dVdtmin_V_per_s,WT_refractory_period,P_refractory_period,EPN_refractory_period
,,,,,,,,,,2.4,-46.96253289,-44.22386358,-49.7012022,-48.78640387,-44.25993427,-53.31287347,-33.4998333,-28.04786647,-38.95180013,2.4,-45.21236165,-42.43159092,-47.99313238,-44.89944628,-40.48090302,-49.31798953,-54.83541412,-49.67124347,-59.99958478,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.42,-47.87806023,-45.1438049,-50.61231557,-49.36284701,-44.96936206,-53.75633196,-34.53743095,-29.18142634,-39.89343557,2.42,-43.54050848,-40.40886576,-46.6721512,-41.61948903,-36.50918107,-46.729797,-50.83750362,-45.46471621,-56.21029104,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.44,-49.20048862,-46.59063971,-51.81033753,-49.90538173,-45.56734022,-54.24342325,-35.0257122,-29.6829007,-40.3685237,2.44,-40.21933365,-36.71412425,-43.72454305,-38.91847335,-33.57351394,-44.26343276,-46.54669361,-41.79902036,-51.29436686,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.46,-49.70911492,-47.09371316,-52.32451669,-50.6852754,-46.39490133,-54.97564946,-36.30745049,-30.9924842,-41.62241677,2.46,-37.18401994,-34.04241952,-40.32562035,-39.34658792,-35.11399269,-43.57918316,-45.76794491,-42.04791314,-49.48797668,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.48,-50.31946648,-47.65912777,-52.9798052,-51.63471116,-47.44052688,-55.82889544,-36.94831963,-31.66007337,-42.23656588,2.48,-35.36420653,-32.91753969,-37.81087336,-40.9868518,-35.91196234,-46.06174125,-47.74889984,-44.89691702,-50.60088266,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.5,-50.69245911,-48.09903158,-53.28588663,-52.3806964,-48.28274103,-56.47865177,-38.13850517,-32.93917606,-43.33783429,2.5,-35.06829919,-33.09616853,-37.04042985,-40.19853645,-34.84534217,-45.55173073,-49.05629311,-46.91117845,-51.20140777,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.52,-51.98097907,-49.33560627,-54.62635187,-53.02495639,-48.95987556,-57.09003722,-39.14558525,-33.84766544,-44.44350507,2.52,-35.0011389,-32.93240938,-37.06986842,-35.93821854,-31.2588657,-40.61757138,-46.79405403,-43.36033486,-50.2277732,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.54,-52.42178853,-49.70577566,-55.13780141,-54.11002562,-50.18310559,-58.03694565,-39.72541924,-34.5517449,-44.89909357,2.54,-33.80982123,-31.90630731,-35.71333515,-30.00614399,-25.79324157,-34.21904642,-43.23442459,-39.98275344,-46.48609574,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.56,-52.82868958,-50.2622712,-55.39510795,-54.4152014,-50.4228392,-58.40756359,-40.610429,-35.45455718,-45.76630082,2.56,-32.12830544,-30.31495099,-33.94165988,-25.91673597,-21.9416963,-29.89177563,-41.8048439,-39.00312648,-44.60656132,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.58,-53.87985102,-51.35453811,-56.40516394,-54.5847435,-50.65562341,-58.51386358,-41.77009697,-36.63400273,-46.90619121,2.58,-30.16233126,-28.20034001,-32.12432252,-26.6887677,-22.77558931,-30.60194609,-41.04996109,-37.80652725,-44.29339493,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.6,-54.52411101,-51.90425773,-57.14396428,-55.53417926,-51.69476002,-59.37359851,-42.07527275,-36.6944621,-47.45608341,2.6,-28.54135079,-26.2114523,-30.87124928,-29.75304699,-24.27834228,-35.2277517,-39.21311188,-35.52946169,-42.89676206,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.62,-54.79537837,-52.2759585,-57.31479824,-55.6019961,-51.91461857,-59.28937364,-43.35701103,-38.04122009,-48.67280197,2.62,-27.49521934,-24.81448872,-30.17594996,-29.70300706,-23.31425289,-36.09176124,-37.23453407,-33.36753296,-41.10153519,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.64,-55.33791309,-52.877367,-57.79845918,-56.38188977,-52.7151307,-60.04864884,-43.69270439,-38.47684325,-48.90856554,2.64,-25.80160904,-22.99860685,-28.60461122,-27.31666798,-21.46072704,-33.17260892,-35.51983206,-31.1141053,-39.92555882,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.66,-55.81263097,-53.39067752,-58.23458442,-56.72097397,-53.14693857,-60.29500937,-44.69978447,-39.5024681,-49.89710084,2.66,-23.85820696,-21.00401195,-26.71240197,-25.96629715,-20.90949784,-31.02309646,-33.97019811,-29.47764322,-38.462753,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.68,-56.52470779,-54.09020558,-58.95921001,-57.26350869,-53.71947009,-60.80754729,-44.82185497,-39.51000784,-50.13370211,2.68,-22.57838419,-19.75615693,-25.40061145,-24.58387044,-19.85034438,-29.31739649,-33.42863655,-29.00162478,-37.85564832,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.7,-56.66034147,-54.26992268,-59.05076027,-57.70431815,-54.32273068,-61.08590562,-46.01204052,-40.90118816,-51.12289288,2.7,-22.13463815,-19.86020378,-24.40907252,-23.03356653,-18.89835295,-27.16878011,-34.3016058,-29.98263127,-38.62058032,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.72,-57.10115094,-54.77392428,-59.42837759,-58.38248656,-54.92059205,-61.84438106,-46.71394444,-41.66027376,-51.76761511,2.72,-21.94065126,-20.68564696,-23.19565555,-23.55370063,-19.690883,-27.41651827,-33.13303642,-29.55925795,-36.70681489,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.74,-58.01667828,-55.64874341,-60.38461316,-58.85720401,-55.57570272,-62.13870531,-46.95808525,-42.01624014,-51.89993036,2.74,-20.32738389,-18.35451439,-22.30025339,-24.0104089,-19.73198731,-28.2888305,-29.7455369,-26.21384121,-33.27723259,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.76,-57.8810446,-55.33055833,-60.43153087,-58.78938717,-55.551962,-62.02681234,-47.56843681,-42.48561198,-52.65126164,2.76,-18.35296567,-15.98712991,-20.71880143,-22.42332962,-18.75585844,-26.09080079,-28.37548463,-23.75771506,-32.99325421,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.78,-58.35576248,-55.99589573,-60.71562924,-59.23019663,-56.09243266,-62.36796061,-48.36189384,-43.34045745,-53.38333024,2.78,-17.56333293,-15.73731252,-19.38935334,-21.60088709,-18.06415279,-25.13762138,-29.36466608,-25.8299349,-32.89939726,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.8,-58.62702984,-56.30691916,-60.94714052,-59.87445662,-56.83229459,-62.91661864,-48.94172783,-44.05444611,-53.82900955,2.8,-17.43193192,-15.96409852,-18.89976532,-21.11992939,-17.43515632,-24.80470247,-30.15261176,-26.11469984,-34.19052368,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.82,-59.13565614,-56.7795614,-61.49175089,-60.04399872,-56.98839035,-63.09960709,-49.43000908,-44.55453052,-54.30548763,2.82,-18.03032833,-16.32876143,-19.73189522,-18.8105669,-14.57523766,-23.04589614,-29.80064768,-25.84372523,-33.75757014,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.84,-59.57646561,-57.29936839,-61.85356282,-60.28135766,-57.2483225,-63.31439282,-50.04036064,-45.18782281,-54.89289848,2.84,-18.02782302,-15.9389832,-20.11666285,-17.69389587,-13.47053977,-21.91725197,-29.59356947,-26.13126484,-33.0558741,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.86,-59.47474035,-57.17392528,-61.77555541,-60.41699134,-57.47766882,-63.35631386,-50.6507122,-45.92137145,-55.38005296,2.86,-16.26108775,-13.96512448,-18.55705102,-19.35306782,-15.42903641,-23.27709924,-30.28983016,-26.00808041,-34.57157991,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.88,-60.32245043,-58.01262615,-62.63227471,-61.06125132,-58.17685847,-63.94564417,-51.26106377,-46.66867995,-55.85344758,2.88,-14.31207418,-11.97566584,-16.64848253,-19.5225443,-15.62516429,-23.41992432,-30.46661863,-26.37320966,-34.5600276,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.9,-60.42417569,-58.12174139,-62.72660998,-61.196885,-58.36378057,-64.02998944,-51.84089775,-47.06589757,-56.61589793,2.9,-12.93027216,-11.25238493,-14.60815938,-16.77327336,-13.47015007,-20.07639666,-28.65400724,-24.10909579,-33.1989187,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.92,-60.42417569,-58.09823136,-62.75012002,-61.60378604,-58.80219292,-64.40537917,-52.54280243,-47.84348529,-57.24211957,2.92,-12.0974725,-10.3847692,-13.81017579,-14.60005392,-9.691562795,-19.50854504,-24.33108215,-20.73038716,-27.93177715,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.94,-60.79716831,-58.58134273,-63.01299389,-62.01068709,-59.19125797,-64.8301162,-53.03108368,-48.52019208,-57.54197528,2.94,-11.7956428,-10.08135825,-13.50992735,-14.23307089,-8.749553715,-19.71658807,-18.18568466,-14.50146856,-21.86990076,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.96,-61.27188619,-58.97700444,-63.56676793,-62.14632077,-59.44154376,-64.85109777,-52.84797783,-48.30042523,-57.39553042,2.96,-11.91570711,-10.58226723,-13.24914699,-14.41876817,-10.08760197,-18.74993438,-14.68654604,-10.86438812,-18.50870395,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2.98,-61.10234409,-58.6847247,-63.51996348,-62.38367971,-59.72666962,-65.04068979,-52.75642509,-48.17399057,-57.33885962,2.98,-12.4948012,-10.96093043,-14.02867198,-15.00920121,-10.77374358,-19.24465884,-17.84256467,-14.33453369,-21.35059564,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3,-61.61097039,-59.45147329,-63.77046749,-62.72276391,-60.15463026,-65.29089756,-54.00764618,-49.41765471,-58.59763765,3,-12.20578501,-10.48259635,-13.92897367,-14.44282832,-9.966961751,-18.9186949,-23.12265534,-19.80299074,-26.44231995,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.02,-61.95005459,-59.78117625,-64.11893293,-63.19748179,-60.59901225,-65.79595133,-54.31282196,-49.851036,-58.77460792,3.02,-10.99598381,-9.09712698,-12.89484064,-11.42150063,-7.283650027,-15.55935123,-23.30914397,-19.24093921,-27.37734873,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.04,-62.28913879,-59.96129943,-64.61697815,-62.58713023,-60.01591454,-65.15834592,-54.64851532,-50.26374678,-59.03328386,3.04,-10.94744179,-9.039939758,-12.85494382,-10.28474779,-6.983241941,-13.58625363,-19.60588403,-14.75680931,-24.45495875,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.06,-62.05177985,-59.82981366,-64.27374605,-63.23139021,-60.62048888,-65.84229154,-55.01472626,-50.59527635,-59.43417616,3.06,-11.48718413,-9.816434997,-13.15793326,-13.20686992,-9.204773282,-17.20896656,-17.54642296,-13.33984311,-21.7530028,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.08,-62.56040616,-60.37898771,-64.7418246,-63.53656599,-61.06807546,-66.00505652,-55.47248993,-51.12334907,-59.82163079,3.08,-11.21398823,-9.326830848,-13.10114561,-15.92200375,-11.8482685,-19.995739,-18.1658843,-15.20741406,-21.12435455,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.1,-62.86558194,-60.73790171,-64.99326216,-63.80783335,-61.39042439,-66.22524232,-55.86921844,-51.58521086,-60.15322603,3.1,-10.6369658,-9.137607155,-12.13632445,-16.16231918,-12.98396526,-19.34067311,-18.4395026,-14.264083,-22.6149222,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.12,-63.00121562,-60.71429585,-65.28813539,-63.70610809,-61.34933113,-66.06288506,-56.08284149,-51.80229998,-60.363383,3.12,-9.674791469,-8.183450998,-11.16613194,-14.23928859,-10.66919569,-17.8093815,-18.0163755,-13.01006669,-23.0226843,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.14,-63.00121562,-60.73959499,-65.26283625,-64.28255124,-61.91338756,-66.65171491,-56.41853485,-52.12234722,-60.71472248,3.14,-9.182067235,-7.437694413,-10.92644006,-10.83970932,-6.672233026,-15.00718562,-18.87086949,-15.65201114,-22.08972785,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.16,-63.17075772,-60.98296927,-65.35854617,-64.2147344,-61.93989654,-66.48957225,-57.21199188,-53.1435499,-61.28043387,3.16,-9.623085499,-7.804878118,-11.44129288,-7.153800223,-3.136096182,-11.17150426,-19.42769549,-15.00974331,-23.84564766,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.18,-63.78110928,-61.56353914,-65.99867942,-64.48600176,-62.19633175,-66.77567177,-57.05940399,-52.95724241,-61.16156558,3.18,-8.928264923,-7.03788442,-10.81864543,-4.776662356,-1.734800945,-7.818523768,-17.81140051,-14.10936482,-21.51343619,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.2,-63.40811666,-61.15311672,-65.6631166,-64.14691756,-61.93951411,-66.354321,-57.54768524,-53.4482323,-61.64713818,3.2,-7.596290602,-5.740176691,-9.452404512,-5.831915968,-2.629355107,-9.034476829,-15.83754422,-12.56020093,-19.1148875,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.22,-63.6454756,-61.42321955,-65.86773165,-64.7233607,-62.61721752,-66.82950388,-57.97493134,-53.90528093,-62.04458174,3.22,-6.794090523,-5.090297277,-8.497883769,-8.855505324,-4.397410273,-13.31360038,-13.5733829,-9.136602661,-18.01016314,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.24,-64.25582759,-62.1927584,-66.31889677,-64.8929028,-62.80257682,-66.98322878,-58.18855438,-54.2231156,-62.15399317,3.24,-5.824319588,-4.17199495,-7.476644225,-8.865694351,-5.925991529,-11.80539717,-10.56248674,-5.836640699,-15.28833279,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.26,-63.91674338,-61.75028313,-66.08320364,-64.5538186,-62.32740914,-66.78022805,-57.91389618,-53.98834708,-61.83944528,3.26,-5.800124804,-4.237435727,-7.362813881,-7.870652331,-5.693667479,-10.04763718,-8.335489631,-3.719744375,-12.95123489,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.28,-63.91674296,-61.73228089,-66.10120504,-65.16417016,-63.05167089,-67.27666943,-58.64631805,-54.80488573,-62.48775038,3.28,-6.937817734,-5.144864415,-8.730771054,-9.372671823,-7.560743641,-11.1846,-7.411317194,-1.810595302,-13.01203908,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.3,-64.28973558,-62.19395194,-66.38551922,-65.4354371,-63.2759073,-67.59496689,-58.28010712,-54.40766423,-62.15255,3.3,-7.687787864,-5.841499917,-9.534075811,-10.33015113,-8.285985884,-12.37431638,-9.088145018,-4.415376689,-13.76091335,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.32,-64.59491136,-62.51692275,-66.67289998,-65.46934552,-63.29729978,-67.64139125,-58.82942352,-55.04472622,-62.61412082,3.32,-8.18212533,-6.609655585,-9.754595075,-10.63079574,-7.73286357,-13.52872792,-13.72330823,-11.22120098,-16.22541548,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.34,-64.8322703,-62.69331614,-66.97122447,-65.46934552,-63.41525993,-67.52343111,-59.43977509,-55.53225325,-63.34729692,3.34,-7.589592616,-6.397850057,-8.781335174,-11.41300087,-8.50495232,-14.32104942,-15.57351186,-11.91676147,-19.23026225,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.36,-64.62881978,-62.5585901,-66.69904947,-65.6049792,-63.65554002,-67.55441837,-59.40925751,-55.50733897,-63.31117604,3.36,-5.52573812,-4.176742142,-6.874734098,-9.60366408,-7.145240485,-12.06208768,-12.51517844,-9.427685792,-15.60267109,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.38,-64.90008714,-62.92002615,-66.88014814,-65.87624656,-63.94288238,-67.80961074,-59.80598602,-55.97880685,-63.6331652,3.38,-4.299701969,-3.136498922,-5.462905016,-5.312067827,-2.4863005,-8.137835153,-10.00026652,-7.008603874,-12.99192916,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.4,-65.03572083,-62.75315649,-67.31828516,-65.4354371,-63.45652467,-67.41434952,-59.50081024,-55.78786778,-63.21375271,3.4,-4.850961341,-3.855931829,-5.845990852,-3.455515491,-0.494199656,-6.416831326,-10.78269289,-7.155588121,-14.40979765,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.42,-64.62881978,-62.36490462,-66.89273495,-65.87624656,-63.8610482,-67.89144492,-60.17219696,-56.38414341,-63.96025051,3.42,-6.400126696,-4.531437528,-8.268815863,-6.256591575,-3.701649968,-8.811533182,-12.46777315,-8.428140454,-16.50740585,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.44,-65.20526335,-63.26080521,-67.14972149,-65.84233814,-63.84090466,-67.84377161,-60.41633759,-56.69799125,-64.13468392,3.44,-6.751937363,-5.077837096,-8.426037629,-9.88406233,-6.84716527,-12.92095939,-12.04536847,-7.064180926,-17.02655601,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.46,-65.61216439,-63.53719329,-67.6871355,-66.41878128,-64.45514825,-68.38241431,-60.47737274,-56.89441679,-64.0603287,3.46,-5.012174898,-3.980839259,-6.043510537,-10.52684057,-7.386274675,-13.66740646,-10.51522039,-6.779467315,-14.25097347,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.48,-65.10353809,-62.88591642,-67.32115975,-66.35096444,-64.4425689,-68.25935998,-60.44685516,-56.85764316,-64.03606716,3.48,-4.259628773,-3.469968435,-5.049289111,-9.469409413,-6.854875159,-12.08394367,-10.33080211,-7.811542477,-12.85006174,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.5,-65.51043913,-63.44269289,-67.57818537,-66.52050654,-64.63726859,-68.40374449,-61.0877243,-57.46513467,-64.71031394,3.5,-4.667864588,-3.826921706,-5.50880747,-8.77491347,-6.979811895,-10.57001504,-10.42093655,-7.597390951,-13.24448215,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.52,-65.64607281,-63.55181591,-67.74032971,-66.7917739,-64.91048214,-68.67306567,-61.27082977,-57.52570385,-65.0159557,3.52,-4.313256491,-2.865368279,-5.761144702,-6.678227848,-4.964639151,-8.391816546,-8.917130232,-5.089952087,-12.74430838,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.54,-65.44262229,-63.29122093,-67.59402365,-66.82568232,-64.93025654,-68.72110811,-61.27082977,-57.72620982,-64.81544972,3.54,-4.218327221,-2.985305891,-5.451348551,-2.804897671,-0.457871365,-5.151923977,-7.143533087,-3.085203695,-11.20186248,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.56,-65.88343218,-63.73664763,-68.03021672,-66.75786548,-64.8124821,-68.70324886,-61.45393524,-58.00192847,-64.90594202,3.56,-3.702225414,-2.688832119,-4.715618708,-1.005598454,1.201904297,-3.213101205,-6.874859151,-3.265742609,-10.48397569,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.58,-65.57825597,-63.46587724,-67.6906347,-67.02913284,-65.15211565,-68.90615004,-61.48445282,-58.03314256,-64.93576308,3.58,-2.863727093,-1.752907319,-3.974546867,-2.647307363,-1.07646225,-4.218152475,-8.275527322,-5.225340128,-11.32571452,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.6,-65.71388965,-63.71659155,-67.71118775,-66.7917739,-64.93937453,-68.64417327,-61.7896286,-58.43256016,-65.14669704,3.6,-3.496727698,-2.179224385,-4.814231012,-5.044027699,-2.334682767,-7.753372632,-10.31569263,-7.232043657,-13.39934161,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.62,-66.2564248,-63.97339811,-68.53945148,-66.82568232,-64.95557812,-68.69578652,-61.97273369,-58.50577787,-65.4396895,3.62,-3.853210966,-2.550671834,-5.155750097,-6.299227132,-3.351732151,-9.246722112,-10.37704823,-6.925427039,-13.82866942,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.64,-65.67998123,-63.45056843,-67.90939403,-66.99522442,-65.18700092,-68.80344792,-62.24739227,-58.92388559,-65.57089896,3.64,-2.815651175,-1.606134994,-4.025167356,-5.222741816,-2.600181833,-7.845301798,-8.522182214,-4.638819993,-12.40554444,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.66,-65.91734017,-63.71565123,-68.11902911,-67.19867494,-65.32164571,-69.07570418,-62.09480438,-58.76714478,-65.42246399,3.66,-1.627331439,0.262300518,-3.516963396,-2.220760336,0.006895548,-4.448416219,-8.271740496,-4.297766091,-12.2457149,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.68,-66.25642437,-64.15814057,-68.35470818,-67.16476652,-65.2049993,-69.12453375,-62.67463799,-59.34326503,-66.00601094,3.68,-1.370241125,0.746013503,-3.486495754,-0.730038179,1.439590808,-2.899667166,-10.3024819,-7.39216715,-13.21279665,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.7,-65.88343175,-63.56430947,-68.20255403,-66.99522442,-65.10651296,-68.88393589,-62.27790985,-59.05173896,-65.50408074,3.7,-2.73940638,-1.424979637,-4.053833124,-3.092400789,-0.422514875,-5.762286703,-12.49244776,-8.249381428,-16.73551409,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.72,-66.01906543,-63.80592195,-68.23220892,-67.23258336,-65.36880169,-69.09636504,-63.43757744,-60.43270177,-66.4424531,3.72,-3.172902505,-2.006393573,-4.339411436,-6.530120169,-3.803736786,-9.256503552,-11.80573195,-7.814063788,-15.79740012,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.74,-66.49378332,-64.3698764,-68.61769023,-67.57166757,-65.74919379,-69.39414134,-63.25447197,-60.04852372,-66.46042022,3.74,-1.792656273,-0.407870889,-3.177441657,-6.325475686,-4.348149733,-8.302801639,-6.582975043,-4.091650578,-9.074299508,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.76,-66.08688227,-63.90696603,-68.26679851,-67.40212546,-65.60097892,-69.203272,-63.07136688,-59.76656836,-66.3761654,3.76,-2.442829909,-1.557389947,-3.32826987,-2.208218351,-0.815603563,-3.600833138,-3.111011505,1.042012024,-7.264035035,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.78,-66.32424121,-64.08075224,-68.56773019,-67.67339283,-65.82782833,-69.51895732,-63.19343681,-59.89412184,-66.49275179,3.78,-4.643528687,-3.280452856,-6.006604517,1.459280928,3.949050164,-1.030488308,-4.880577469,-0.062991314,-9.698163624,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.8,-66.35814963,-64.21390169,-68.50239758,-67.36821704,-65.5569833,-69.17945079,-63.71223564,-60.53088437,-66.89358691,3.8,-5.808588333,-3.863073106,-7.75410356,0.554346005,2.924557602,-1.815865591,-6.58799175,-2.401608118,-10.77437538,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.82,-66.86677594,-64.74517586,-68.98837601,-67.50385072,-65.67586506,-69.33183639,-63.43757744,-60.32131332,-66.55384156,3.82,-5.283861823,-3.16368974,-7.404033905,-4.210245732,-2.253158871,-6.167332592,-6.052708131,-3.65381158,-8.451604683,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.84,-66.9345932,-64.78791147,-69.08127493,-67.53775915,-65.77547087,-69.30004742,-63.59016533,-60.39058311,-66.78974754,3.84,-3.031200806,-1.612151911,-4.450249701,-8.159726183,-4.287522883,-12.03192948,-6.858227748,-3.919199752,-9.797255744,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.86,-66.29033279,-63.9757786,-68.60488699,-67.97856861,-66.15585084,-69.80128637,-63.59016533,-60.58441323,-66.59591743,3.86,-1.679487349,-0.630870083,-2.728104616,-9.094963551,-4.555085933,-13.63484117,-9.90417428,-6.75896956,-13.049379,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.88,-66.629417,-64.5377949,-68.72103909,-68.01247703,-66.23641031,-69.78854374,-64.41413994,-61.29086079,-67.53741908,3.88,-1.953522782,-0.203768331,-3.703277232,-8.104008406,-4.506871204,-11.70114561,-10.31640308,-8.593482725,-12.03932343,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.9,-66.96850162,-64.82577888,-69.11122436,-67.91075177,-66.21659064,-69.6049129,-64.44465752,-61.33962461,-67.54969042,3.9,-2.47105458,-0.727794069,-4.214315092,-6.287137614,-3.557086676,-9.017188553,-5.704857904,-2.60336719,-8.806348617,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.92,-66.73114226,-64.2935503,-69.16873422,-68.04638545,-66.39798604,-69.69478486,-63.92585907,-60.67871245,-67.17300569,3.92,-3.26357313,-1.650758514,-4.876387746,-5.376507435,-3.793599303,-6.959415566,-2.131014109,1.320497637,-5.582525855,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.94,-66.83286794,-64.72843237,-68.93730351,-68.18201913,-66.45857162,-69.90546664,-64.29206963,-61.22052713,-67.36361212,3.94,-2.83493293,-1.258547107,-4.411318753,-6.200770617,-3.924165136,-8.477376097,-3.405681968,0.45354809,-7.264912025,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.96,-67.00240962,-64.83054442,-69.17427481,-68.31765281,-66.58544463,-70.04986099,-64.50569267,-61.51329832,-67.49808703,3.96,-1.225476272,-0.240236071,-2.210716472,-6.851446337,-4.166873316,-9.536019358,-5.499371481,-1.525030183,-9.473712779,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,3.98,-66.90068436,-64.73418547,-69.06718324,-68.38546965,-66.63355739,-70.13738191,-64.50569267,-61.37738671,-67.63399863,3.98,-0.537420518,0.685853689,-1.760694725,-5.951616466,-3.420460448,-8.482772484,-5.990272748,-2.405621918,-9.574923579,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4,-67.20586056,-65.03319583,-69.37852529,-68.38546965,-66.74975141,-70.02118789,-64.59724541,-61.4135069,-67.78098391,4,-0.544269723,0.563071019,-1.651610465,-4.198719449,-1.407506229,-6.98993267,-6.255391961,-3.45525412,-9.055529803,,,,,,,,,,,,,,,,,,,,,
