Time(ms),WT_avg_1050,WT+sem_1050,WT-sem_1050,P_avg_1050,P+sem_1050,P-sem_1050,EPN_avg_1050,EPN+sem_1050,EPN-sem_1050,Time_ms,WT_avg_10ms,WT+sem_10ms,WT-sem_10ms,P_avg_10ms,P+sem_10ms,P-sem_10ms,EPN_avg_10ms,EPN+sem_10ms,EPN-sem_10ms,Time_ms,WT_avg_dVdt,WT+sem_dVdt,WT-sem_dVdt,P_avg_dVdt,P+sem_dVdt,P-sem_dVdt,EPN_avg_dVdt,EPN+sem_dVdt,EPN-sem_dVdt,WT_RMP_mV,P_RMP_mV,EPN_RMP_mV,WT_Overshoot_mV,P_Overshoot_mV,EPN_Overshoot_mV,WT_Amplitude_mV,P_Amplitude_mV,EPN_Amplitude_mV,WT_APD_10-50_ms,P_APD_10-50_ms,EPN_APD_10-50_ms,WT_dVdtmax_V_per_s,P_dVdtmax_V_per_s,EPN_dVdtmax_V_per_s,WT_dVdtmin_V_per_s,P_dVdtmin_V_per_s,EPN_dVdtmin_V_per_s,WT_refractory_period,P_refractory_period,EPN_refractory_period
,,,,,,,,,,7.32,-69.95244132,-67.64618157,-72.25870107,-71.47113546,-70.12690898,-72.81536193,-71.46370087,-68.83160396,-74.09579777,7.32,0.994410502,2.307539423,-0.318718419,1.405703876,3.348118308,-0.536710557,-5.984091091,-2.778170783,-9.190011399,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.34,-69.34209061,-67.02819874,-71.65598247,-71.3694102,-70.01707728,-72.72174311,-71.49421844,-68.83052073,-74.15791616,7.34,-2.433016456,-0.405468602,-4.460564309,0.803569988,2.672646044,-1.065506067,-3.178639505,-1.375536478,-4.981742532,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.36,-70.05416701,-67.92509942,-72.18323459,-71.1998681,-69.83194035,-72.56779584,-71.46370049,-68.85201725,-74.07538372,7.36,-3.661460399,-1.899538779,-5.42338202,1.452499939,3.754253571,-0.849253692,0.262056467,3.7450334,-3.220920466,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.38,-69.85071691,-67.61825606,-72.08317775,-71.16595968,-69.79124153,-72.54067782,-71.37214813,-68.66254572,-74.08175054,7.38,-1.697985417,-0.318111888,-3.077858946,3.100695256,5.481710605,0.719679907,1.684088304,4.076361078,-0.70818447,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.4,-69.91853375,-67.63835263,-72.19871487,-71.06423442,-69.56718424,-72.56128459,-71.34163055,-68.73058728,-73.95267383,7.4,0.029796763,1.729539801,-1.669946276,1.952887257,3.894428508,0.011346006,0.733346313,2.089742647,-0.623050021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.42,-69.95244217,-67.66476934,-72.240115,-71.3694102,-70.06812199,-72.67069841,-71.46370087,-68.8727977,-74.05460403,7.42,1.020643456,2.795905634,-0.754618722,-0.848269138,1.664360774,-3.36089905,1.07553241,3.076426573,-0.925361754,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.44,-69.71508323,-67.45379338,-71.97637308,-71.16595968,-69.79401711,-72.53790224,-71.15852509,-68.4295866,-73.88746357,7.44,0.801797721,1.712345888,-0.108750445,-2.008548862,-0.303340255,-3.713757469,2.556828053,4.526791701,0.586864405,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.46,-69.91853375,-67.55414233,-72.28292517,-71.26768494,-69.95087811,-72.58449176,-71.09748993,-68.37640121,-73.81857864,7.46,-0.28661214,1.220135517,-1.793359797,-2.174458596,-0.149830404,-4.199086789,1.562079198,4.077642606,-0.953484211,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.48,-69.95244175,-67.62801731,-72.27686618,-71.09814284,-69.86160863,-72.33467704,-71.34163055,-68.8172154,-73.86604571,7.48,-0.489288665,0.572814344,-1.551391674,-1.753804154,0.407237666,-3.914845974,-0.860242808,2.653840474,-4.374326089,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.5,-69.7150828,-67.45952357,-71.97064204,-71.47113546,-70.19965526,-72.74261566,-71.09748955,-68.57834082,-73.61663828,7.5,-0.4732684,0.632733694,-1.579270493,-0.365403612,1.716754377,-2.447561601,-1.828572522,0.83337163,-4.490516675,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.52,-70.25761753,-67.99380034,-72.52143472,-71.33550178,-69.9491587,-72.72184485,-71.52473564,-68.8935281,-74.15594318,7.52,0.094198436,1.977492016,-1.789095145,0.880822625,2.790852956,-1.029207706,-1.459011652,1.263609131,-4.181632436,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.54,-69.95244132,-67.60860929,-72.29627336,-71.26768494,-69.84385249,-72.69151738,-71.31111298,-68.69748868,-73.92473727,7.54,0.971397945,2.527950138,-0.585154249,1.666453494,3.876542345,-0.543635357,-1.757132769,2.141744867,-5.656010405,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.56,-69.5455407,-67.18370769,-71.90737372,-71.57286072,-70.354577,-72.79114444,-71.40266571,-68.65012022,-74.1552112,7.56,0.778156016,1.941641942,-0.385329911,3.04378883,5.094720771,0.99285689,-2.652589369,0.659526798,-5.964705535,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.58,-70.12198342,-67.81243203,-72.43153482,-71.33550178,-69.9888842,-72.68211935,-71.61628876,-69.05512175,-74.17745576,7.58,1.514044642,2.535263198,0.492826087,3.790741828,6.381718097,1.199765558,-2.05068509,0.614097513,-4.715467693,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.6,-69.71508238,-67.35691442,-72.07325034,-71.030326,-69.47935599,-72.58129601,-71.37214813,-68.60545011,-74.13884615,7.6,2.444218689,3.240757155,1.647680222,0.484715813,2.780617649,-1.811186023,-1.755416918,-0.53086795,-2.979965885,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.62,-69.64726681,-67.25176523,-72.04276839,-70.96250916,-69.58432387,-72.34069444,-71.67732391,-69.10805274,-74.24659509,7.62,1.423870705,2.219909506,0.627831903,-5.11582066,-1.432612102,-8.799029217,-2.938906012,-0.208315269,-5.669496756,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.64,-70.02025816,-67.71677975,-72.32373657,-71.77631124,-70.44571987,-73.1069026,-71.64680634,-68.95321741,-74.34039527,7.64,0.812918424,1.97926992,-0.353433072,-5.813185241,-1.249404189,-10.37696629,-1.818188655,1.404388151,-5.040765461,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.66,-69.81680764,-67.53597542,-72.09763986,-71.57286072,-70.20899271,-72.93672873,-71.5552536,-68.91528672,-74.19522048,7.66,0.51252055,1.611629458,-0.586588358,-0.729881455,1.654779955,-3.114542864,1.046998025,3.113309684,-1.019313633,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.68,-69.85071691,-67.59089723,-72.11053658,-71.43722704,-70.12294466,-72.75150942,-71.34163055,-68.6916409,-73.99162021,7.68,-0.969189339,-0.120170251,-1.818208428,2.597682118,6.25339693,-1.058032693,1.806154238,3.234677281,0.377631194,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.7,-69.81680806,-67.37141051,-72.26220562,-71.26768494,-70.00566974,-72.52970013,-71.58577118,-69.01099077,-74.16055158,7.7,-1.902687134,-0.79013647,-3.015237799,1.203027805,3.576513871,-1.170458262,0.427920098,3.022319444,-2.166479248,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.72,-69.68117438,-67.41204486,-71.95030391,-71.40331862,-70.14628783,-72.66034941,-71.25007782,-68.52832072,-73.97183492,7.72,-1.743317078,-0.418348546,-3.06828561,-0.46572979,1.318738997,-2.250198576,-1.719449788,1.832014297,-5.270913874,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.74,-70.05416743,-67.74360005,-72.36473481,-71.33550178,-70.02148187,-72.64952169,-71.67732391,-69.10771576,-74.24693207,7.74,-1.415677928,-0.442957093,-2.388398763,0.253436367,2.17530376,-1.668431026,-3.320623595,0.217377715,-6.858624904,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.76,-69.78289964,-67.37670642,-72.18909287,-71.30159336,-69.94535251,-72.6578342,-71.89094696,-69.09054252,-74.6913514,7.76,-1.851138612,-1.100778308,-2.601498916,0.863288316,3.420180468,-1.693603835,-2.649870367,0.096810396,-5.39655113,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.78,-69.95244217,-67.69708879,-72.20779555,-71.26768494,-69.94175089,-72.59361898,-71.64680634,-69.14216671,-74.15144596,7.78,-2.264034662,-1.600320188,-2.927749136,-0.385461251,1.230458412,-2.001380914,0.276170826,3.267999929,-2.715658277,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.8,-69.9185329,-67.58995102,-72.24711478,-71.26768494,-69.89791738,-72.63745249,-71.70784149,-69.19874468,-74.21693831,7.8,-1.238414281,-0.263682566,-2.213145995,-1.678869082,-0.247006494,-3.11073167,3.414971799,7.152842235,-0.322898638,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.82,-69.91853333,-67.5241612,-72.31290545,-71.3694102,-70.0878823,-72.6509381,-71.43318329,-68.79940043,-74.06696615,7.82,-0.222202831,0.705422706,-1.149828368,-1.490756989,0.412459424,-3.393973401,3.852505922,5.873279411,1.831732433,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.84,-70.02025901,-67.67681258,-72.36370544,-71.3694102,-70.06440628,-72.67441411,-71.58577118,-69.0525926,-74.11894975,7.84,0.479989208,1.295484837,-0.335506421,-0.743961085,1.34862676,-2.83654893,1.71724444,3.325767842,0.108721039,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.86,-70.02025816,-67.70933461,-72.33118172,-71.09814284,-69.70105898,-72.49522669,-71.37214813,-68.78252682,-73.96176944,7.86,1.90323023,2.893984026,0.912476434,-0.305153026,1.627316674,-2.237622725,-0.644347024,1.723242643,-3.011936691,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.88,-69.68117438,-67.44058832,-71.92176045,-71.1998681,-69.94943573,-72.45030047,-71.46370087,-68.81950372,-74.10789801,7.88,2.265369702,3.468399798,1.062339606,0.203981505,2.462109719,-2.054146708,-3.417946434,-1.357102701,-5.478790167,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.9,-69.95244217,-67.71574787,-72.18913646,-71.47113546,-70.25266887,-72.68960205,-71.89094696,-69.33992187,-74.44197205,7.9,1.160215299,2.605255699,-0.2848251,0.168753386,3.184862511,-2.84735574,-5.109916574,-3.165950339,-7.053882808,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.92,-69.88462491,-67.56298979,-72.20626002,-71.1998681,-69.96843109,-72.43130511,-71.61628876,-68.86991316,-74.36266435,7.92,0.136657132,1.416510446,-1.143196182,-0.926259644,1.988516887,-3.841036174,-3.495880497,-1.23127978,-5.760481213,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.94,-69.78289964,-67.4999989,-72.06580039,-71.74240282,-70.33356217,-73.15124347,-71.89094696,-69.34353196,-74.43836197,7.94,-0.95034398,0.19614361,-2.09683157,-1.268343442,0.753552525,-3.290239409,-0.589358109,2.741073626,-3.919789844,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.96,-69.85071691,-67.54073859,-72.16069523,-71.5389523,-70.03666832,-73.04123628,-71.64680634,-69.15814203,-74.13547064,7.96,-1.545912819,-0.949224141,-2.142601497,-0.590420617,0.386980098,-1.567821331,1.223926932,4.382723745,-1.934869882,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,7.98,-70.22370911,-67.91767994,-72.52973827,-71.57286072,-70.19268982,-72.95303161,-71.89094696,-69.3430833,-74.43881062,7.98,-1.321062598,-0.190267955,-2.451857241,-0.941956921,0.849970704,-2.733884545,1.735980827,4.181744657,-0.709783004,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,-70.05416743,-67.77837645,-72.32995841,-71.84412808,-70.56159464,-73.12666152,-71.49421844,-68.72675633,-74.26168056,8,-1.207826932,0.005601016,-2.421254881,-0.72913207,0.460511447,-1.918775587,1.276204294,3.734543357,-1.182134769,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.02,-70.32543437,-68.0563874,-72.59448133,-71.50504388,-70.13946833,-72.87061942,-71.79939384,-69.21389468,-74.38489301,8.02,-0.340882311,0.63628931,-1.318053932,1.829416647,3.143562809,0.515270486,0.241565972,2.607811081,-2.124679137,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.04,-70.02025859,-67.69566007,-72.3448571,-71.16595968,-69.81202395,-72.5198954,-71.73835907,-69.13046499,-74.34625315,8.04,0.767902492,1.98629555,-0.450490566,3.077980518,4.869305215,1.286655822,-0.396612094,2.758991967,-3.552216155,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.06,-69.57944955,-67.18939315,-71.96950594,-71.30159336,-69.94599386,-72.65719285,-71.76887665,-69.20105856,-74.33669474,8.06,-0.238331116,1.077665235,-1.554327467,1.63454375,3.004834368,0.264253132,-1.017923898,1.934837986,-3.970685781,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.08,-70.22370868,-67.92484558,-72.52257179,-71.30159336,-69.98802982,-72.61515689,-71.5552536,-68.83621265,-74.27429455,8.08,-1.08101405,0.059480855,-2.221508956,0.504048179,1.607563328,-0.599466971,-1.729260108,0.882533067,-4.341053282,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.1,-69.91853333,-67.62280325,-72.2142634,-71.23377652,-69.82863876,-72.63891427,-72.10457001,-69.39676171,-74.81237831,8.1,0.033302016,1.108805312,-1.042201281,-0.723661216,2.00656863,-3.453891061,-0.918001242,1.082074366,-2.91807685,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.12,-69.88462533,-67.54670717,-72.22254348,-71.3694102,-70.05679522,-72.68202517,-71.73835907,-69.09391126,-74.38280688,8.12,0.901003867,2.364067068,-0.562059333,-3.219237394,-0.525789799,-5.912684988,1.816043878,4.168205818,-0.536118063,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.14,-70.12198385,-67.76877449,-72.4751932,-71.43722704,-70.20297485,-72.67147922,-71.43318329,-68.85988531,-74.00648126,8.14,0.927947593,2.599251329,-0.743356143,-3.784716739,-1.132753757,-6.43667972,3.337317514,6.220088436,0.454546593,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.16,-69.64726596,-67.44542016,-71.84911177,-71.60676914,-70.31518233,-72.89835595,-71.49421844,-68.78649297,-74.20194392,8.16,-0.131540537,1.225673211,-1.488754285,-1.243862245,1.369412454,-3.857136943,1.260328791,2.948413194,-0.427755613,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.18,-70.08807585,-67.72099202,-72.45515968,-71.3694102,-70.06692966,-72.67189073,-71.58577118,-69.03661531,-74.13492705,8.18,-1.24132823,-0.209583129,-2.27307333,0.819915613,2.488749077,-0.848917852,-2.215597627,-0.402656045,-4.028539208,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.2,-70.02025859,-67.64295176,-72.39756541,-71.09814284,-69.9406339,-72.25565177,-71.8299118,-69.20270337,-74.45712024,8.2,-0.822823816,0.481653811,-2.127301443,1.10546879,2.753915456,-0.542977877,-3.866796505,-0.593736542,-7.139856469,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.22,-69.61335797,-67.32053544,-71.9061805,-71.5389523,-70.27378249,-72.80412211,-71.64680634,-68.88530561,-74.40830706,8.22,-1.440648571,-0.147302042,-2.733995099,2.297408283,5.732544621,-1.137728055,-3.309643272,-1.090454491,-5.528832052,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.24,-70.02025816,-67.81421742,-72.2262989,-71.23377652,-69.94195378,-72.52559926,-72.07405243,-69.52053964,-74.62756522,8.24,-2.946805901,-2.063460689,-3.830151113,3.604743554,7.545947224,-0.336460117,-2.009765327,0.590120087,-4.609650741,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.26,-70.25761753,-67.91498644,-72.60024862,-71.23377652,-69.90517635,-72.56237669,-71.70784111,-69.02928062,-74.38640161,8.26,-1.938056664,-1.085446007,-2.790667322,2.040451258,4.891124489,-0.810221972,-1.801626062,0.933298596,-4.536550721,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.28,-69.88462533,-67.46846483,-72.30078582,-71.30159336,-69.94515839,-72.65802832,-72.19612274,-69.6298486,-74.76239688,8.28,0.349928929,1.728225501,-1.028367644,-0.215560039,1.393970557,-1.825090635,-1.94158172,1.10232743,-4.98549087,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.3,-70.22370868,-67.96619758,-72.48121979,-71.50504388,-70.17277262,-72.83731514,-71.86042938,-69.32020191,-74.40065685,8.3,1.69423459,3.181008116,0.207461064,-0.662360483,1.593835118,-2.918556084,0.344112986,2.629931162,-1.94170519,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.32,-69.95244217,-67.71398248,-72.19090186,-71.40331862,-69.86577076,-72.94086647,-71.95198212,-69.4158913,-74.48807293,8.32,1.402512901,2.650350572,0.154675231,-2.010928488,0.286484684,-4.308341659,2.716353491,4.7961029,0.636604082,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.34,-69.78290007,-67.40358838,-72.16221175,-71.5389523,-70.11590117,-72.96200343,-71.73835907,-69.05547628,-74.42124186,8.34,-0.225745895,0.861256158,-1.312747948,-5.139495691,-2.875353255,-7.403638126,2.948016739,7.346830998,-1.45079752,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.36,-70.18980069,-67.86331551,-72.51628586,-71.3694102,-70.09151427,-72.64730612,-71.95198212,-69.14500185,-74.75896238,8.36,-0.532314828,0.942569461,-2.007199117,-6.337304708,-3.68915525,-8.985454166,3.096467376,7.303188542,-1.110253791,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.38,-69.91853333,-67.67878962,-72.15827703,-71.57286072,-70.32048268,-72.82523876,-71.21955986,-68.46976701,-73.96935271,8.38,0.08782653,1.158208055,-0.982554995,-4.414516088,-3.08190757,-5.747124606,1.551734847,4.203907181,-1.100437487,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.4,-69.95244217,-67.58686393,-72.31802041,-71.57286072,-70.21180439,-72.93391705,-71.95198212,-69.34517444,-74.5587898,8.4,-1.066236986,0.256777679,-2.389251651,-0.893376142,0.893713118,-2.680465402,-2.549240069,-0.863677922,-4.234802216,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.42,-70.25761795,-67.95418209,-72.56105381,-71.57286072,-70.34516604,-72.80055539,-72.01301727,-69.24906735,-74.77696719,8.42,-2.667543789,-1.21997218,-4.115115398,2.149618725,4.8411104,-0.54187295,-3.753812987,-1.423538763,-6.084087211,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.44,-69.98635059,-67.68577247,-72.28692871,-71.60676914,-70.30045715,-72.91308113,-71.67732391,-68.96168071,-74.39296711,8.44,-3.103871,-2.124094799,-4.083647202,3.446848912,6.139031226,0.754666598,-2.257062531,0.731645534,-5.245770595,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.46,-70.56279288,-68.28959012,-72.83599565,-71.57286072,-70.26450013,-72.88122131,-71.89094696,-69.13871357,-74.64318035,8.46,-2.401329921,-1.181664656,-3.620995186,3.401767956,5.913428577,0.890107334,-1.891333318,1.048017385,-4.830684021,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.48,-70.29152595,-67.99196103,-72.59109087,-71.40331862,-70.08960289,-72.71703435,-72.28767548,-69.82404706,-74.75130389,8.48,-0.946224852,0.580743933,-2.473193636,1.388617444,3.912804491,-1.135569602,-1.220902324,1.780914983,-4.222719631,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.5,-70.18980111,-67.85041817,-72.52918405,-71.57286072,-70.22508427,-72.92063716,-71.8299118,-69.10297183,-74.55685178,8.5,0.459989561,1.64549357,-0.725514448,-2.103926294,0.215359435,-4.423212022,0.409922885,3.586949864,-2.767104093,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.52,-70.32543437,-68.03167765,-72.61919108,-71.47113546,-70.23122833,-72.71104258,-72.04353485,-69.28189217,-74.80517753,8.52,2.127465897,3.168267131,1.086664664,-4.425817821,-1.827527265,-7.024108377,1.266145894,3.802084161,-1.269792374,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.54,-70.15589227,-67.8768463,-72.43493824,-71.7084944,-70.4811552,-72.9358336,-72.01301727,-69.28792514,-74.73810941,8.54,2.724777473,3.952737175,1.496817772,-3.990142928,-1.492544157,-6.4877417,1.403031147,4.014257799,-1.208195506,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.56,-69.88462533,-67.54679625,-72.22245441,-71.84412808,-70.62820114,-73.06005502,-71.76887627,-69.20939136,-74.32836118,8.56,0.961177766,2.194400527,-0.272044995,-0.805524151,0.908020502,-2.519068803,0.218087563,3.023123116,-2.586947991,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.58,-69.98635017,-67.67461723,-72.2980831,-71.50504388,-70.24823307,-72.76185469,-71.92146454,-69.08947457,-74.75345451,8.58,-0.063871519,0.682854099,-0.810597138,2.004149768,4.204292714,-0.195993178,-1.525110671,0.650856289,-3.701077631,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.6,-70.25761795,-68.01686632,-72.49836958,-71.67458598,-70.29591038,-73.05326157,-71.98249969,-69.29242398,-74.67257541,8.6,1.068622569,2.322467857,-0.185222719,1.389101459,3.418296973,-0.640094055,-2.190361512,0.333494866,-4.714217889,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.62,-70.15589269,-67.81000871,-72.50177667,-71.64067756,-70.35198675,-72.92936837,-71.79939423,-69.10890042,-74.48988803,8.62,1.719684786,3.462219492,-0.02284992,-0.628067652,1.281813337,-2.537948642,-2.879027426,0.650634562,-6.408689414,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.64,-70.08807543,-67.7464794,-72.42967145,-71.74240282,-70.40034079,-73.08446484,-72.34871025,-69.76932124,-74.92809926,8.64,1.214489983,2.689965677,-0.26098571,-1.248988284,2.031874489,-4.529851057,-3.604908052,-0.773494172,-6.436321932,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.66,-69.68117438,-67.37772545,-71.98462332,-72.18321228,-70.72602893,-73.64039563,-71.89094696,-69.06619997,-74.71569395,8.66,-0.129662476,0.788589725,-1.047914676,-0.461659047,2.168001307,-3.091319402,-3.502964848,-0.221984111,-6.783945586,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.68,-70.15589184,-67.85364294,-72.45814075,-71.67458598,-70.23329196,-73.11588,-72.34871063,-69.9193348,-74.77808646,8.68,-1.249854757,0.161304002,-2.661013515,0.4199226,1.461261764,-0.621416564,-2.063100011,3.148854221,-7.275054242,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.7,-70.35934279,-68.07507092,-72.64361466,-71.64067756,-70.36830139,-72.91305373,-72.40974579,-69.97516232,-74.84432925,8.7,-0.52690808,0.690341393,-1.744157553,0.034619864,2.29706704,-2.227827311,2.346637607,5.803850057,-1.110574844,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.72,-69.78289964,-67.49212198,-72.07367731,-71.57286072,-70.23790834,-72.90781309,-71.89094696,-69.44251904,-74.33937488,8.72,0.276713103,1.049442273,-0.496016067,-0.77004038,0.694411455,-2.234492214,5.862689114,9.229724557,2.49565367,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.74,-70.15589184,-67.84576112,-72.46602257,-71.74240282,-70.40112998,-73.08367565,-71.64680595,-68.81315747,-74.48045444,8.74,0.221598883,1.711580188,-1.268382421,-1.246934937,-0.134158216,-2.359711658,2.577803624,7.243715881,-2.088108634,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.76,-70.15589227,-67.86764837,-72.44413616,-71.43722704,-70.08225548,-72.79219859,-72.16560478,-69.44147461,-74.88973495,8.76,-0.132921477,1.502065005,-1.767907959,-2.261697325,-1.076896721,-3.44649793,-4.376168227,-2.454096646,-6.298239808,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.78,-69.78290007,-67.46195385,-72.10384629,-71.64067756,-70.34475862,-72.93659649,-72.28767548,-69.67683842,-74.89851254,8.78,-1.212075803,0.003505399,-2.427657005,-2.626100355,-0.965508788,-4.286691921,-7.354510427,-3.937802153,-10.7712187,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.8,-70.25761753,-67.8033751,-72.71185995,-71.97976176,-70.68781901,-73.2717045,-72.34871063,-69.89714221,-74.80027906,8.8,-1.038919742,0.14842615,-2.226265634,-0.541909731,0.59490583,-1.678725292,-4.865218496,-1.214253678,-8.516183314,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.82,-70.12198385,-67.83380229,-72.4101654,-72.18321228,-70.75922486,-73.6071997,-72.44026337,-69.81027038,-75.07025635,8.82,0.502688997,1.708799256,-0.703421261,2.024246181,3.550325869,0.498166494,-0.881684583,1.020394228,-2.783763395,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.84,-70.08807543,-67.61454331,-72.56160754,-71.91194492,-70.45416895,-73.36972089,-72.37922821,-69.74083152,-75.0176249,8.84,0.872928124,1.622380702,0.123475547,2.871135195,5.05520606,0.68706433,1.381643164,4.188244306,-1.424957978,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.86,-70.25761753,-67.84754453,-72.66769052,-71.50504388,-70.16550396,-72.84458379,-72.28767548,-69.70702651,-74.86832445,8.86,1.08010754,1.620199792,0.540015288,2.181467748,4.694961273,-0.332025776,1.748058827,4.811910806,-1.315793151,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.88,-69.7150828,-67.42659461,-72.00357099,-71.3694102,-70.02019701,-72.71862339,-72.16560516,-69.56097244,-74.77023789,8.88,0.711639394,1.884032715,-0.460753927,0.622227394,2.271744843,-1.027290055,1.213426471,3.637715862,-1.21086292,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.9,-70.12198385,-67.7891311,-72.45483659,-71.84412808,-70.5438236,-73.14443256,-72.16560516,-69.55805155,-74.77315877,8.9,-0.842840241,0.280408909,-1.966089391,-0.540013426,1.707901734,-2.787928585,-0.39063015,3.441466809,-4.222727109,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.92,-70.15589227,-67.81143492,-72.50034961,-71.74240282,-70.41271809,-73.07208755,-72.22663994,-69.56019203,-74.89308785,8.92,-1.30222708,-0.76657438,-1.83787978,-0.520809872,1.532056213,-2.573675958,-2.436896682,0.811134267,-5.684927631,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.94,-69.78289964,-67.34054047,-72.22525881,-71.47113546,-70.15555465,-72.78671626,-72.56233368,-69.96417774,-75.16048962,8.94,-1.770469891,-0.283854951,-3.257084831,-0.599799974,1.779017323,-2.978617271,-1.899268931,0.742217086,-4.540754948,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8.96,-70.35934279,-68.04442955,-72.67425603,-71.84412808,-70.45485263,-73.23340353,-72.37922821,-69.77207049,-74.98638593,8.96,-2.764896445,-0.633460115,-4.896332775,-1.160420739,1.376372584,-3.697214062,1.029973293,3.190413527,-1.130466942,,,,,,,,,,,,,,,,,,,,,
